auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintages.count,vintages.items,weighted_rating_score,wish_list
0,5.2,"2009 GABF Gold Medal Winner! A medium-bodied Brown ale with moderate hop bitterness that has a unique slightly nutty flavor in the finish. Dry-hopped to enhance the hop aroma. Dirty Helen was born in Noblesville (site of our brewery) and became a famous tavern owner in Milwaukee during the '30s. She was known for her dirty mouth, cussing out any customer that ordered a brand of scotch or whiskey that she did not carry.",25,https://untappd.akamaized.net/site/beer_logos/beer-DirtyHelen_13788.jpeg,,Dirty Helen,barley-island-brewing-company-dirty-helen,Brown Ale - American,13788,77,https://untappd.akamaized.net/site/brewery_logos/brewery-barleyislandbrewingcompany_77.jpeg,Barley Island Brewing Company,barley-island-brewing-company,Micro Brewery,http://www.facebook.com/barleyisland,barleyisland,http://www.barleyisland.com/,United States,Noblesville,IN,40.0455,-86.0154,,,"Fri, 10 Dec 2010 07:48:09 +0000",0,1,13788.0,"Wed, 05 Aug 2015 07:51:46 +0000",2161.0,3106,3.42941,16,4617,3527,0,0,[],3.44926,False
0,9.3,,86,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Whose Ear? Red Ale,barley-island-brewing-company-whose-ear-red-ale,Red Ale - Imperial / Double,2162,77,https://untappd.akamaized.net/site/brewery_logos/brewery-barleyislandbrewingcompany_77.jpeg,Barley Island Brewing Company,barley-island-brewing-company,Micro Brewery,http://www.facebook.com/barleyisland,barleyisland,http://www.barleyisland.com/,United States,Noblesville,IN,40.0455,-86.0154,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,225,3.70778,1,309,268,0,0,[],3.67492,False
0,4.1,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Rust Belt Porter,barley-island-brewing-company-rust-belt-porter,Porter - American,2163,77,https://untappd.akamaized.net/site/brewery_logos/brewery-barleyislandbrewingcompany_77.jpeg,Barley Island Brewing Company,barley-island-brewing-company,Micro Brewery,http://www.facebook.com/barleyisland,barleyisland,http://www.barleyisland.com/,United States,Noblesville,IN,40.0455,-86.0154,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,7,0.0,0,17,17,0,0,[],3.48735,False
0,5.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,60 Shilling Scotch Ale,barley-island-brewing-company-60-shilling-scotch-ale,Scotch Ale / Wee Heavy,2164,77,https://untappd.akamaized.net/site/brewery_logos/brewery-barleyislandbrewingcompany_77.jpeg,Barley Island Brewing Company,barley-island-brewing-company,Micro Brewery,http://www.facebook.com/barleyisland,barleyisland,http://www.barleyisland.com/,United States,Noblesville,IN,40.0455,-86.0154,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,2,0.0,0,7,6,0,0,[],3.56383,False
0,4.8,,0,https://untappd.akamaized.net/site/beer_logos/beer-BlindTigerPaleAle_2165.jpeg,,Blind Tiger Pale Ale,barley-island-brewing-company-blind-tiger-pale-ale,Pale Ale - American,2165,77,https://untappd.akamaized.net/site/brewery_logos/brewery-barleyislandbrewingcompany_77.jpeg,Barley Island Brewing Company,barley-island-brewing-company,Micro Brewery,http://www.facebook.com/barleyisland,barleyisland,http://www.barleyisland.com/,United States,Noblesville,IN,40.0455,-86.0154,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,816,3.32445,6,1283,958,0,0,[],3.4132,False
0,3.6,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Flat Belly American Wheat,barley-island-brewing-company-flat-belly-american-wheat,Pale Wheat Ale - American,2166,77,https://untappd.akamaized.net/site/brewery_logos/brewery-barleyislandbrewingcompany_77.jpeg,Barley Island Brewing Company,barley-island-brewing-company,Micro Brewery,http://www.facebook.com/barleyisland,barleyisland,http://www.barleyisland.com/,United States,Noblesville,IN,40.0455,-86.0154,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,8,0.0,0,48,46,0,0,[],3.47245,False
0,6.8,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,J Scott Francis ESB,barley-s-brewing-company-ale-house-smokehouse-j-scott-francis-esb,Extra Special / Strong Bitter,2167,4904,https://untappd.akamaized.net/site/brewery_logos/brewery-4904_073ef.jpeg,Barley's Brewing Company (Brew Pub),barleys-brewing-company-brew-pub,Brew Pub,https://www.facebook.com/pages/Barleys-Brewing-Company/287473216591,,http://www.barleysbrewing.com/,United States,Columbus,OH,39.9719,-83.0029,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,204,3.5527,1,258,240,0,0,[],3.61127,False
0,5.6,,27,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Pale Ale,barley-s-brewing-company-ale-house-smokehouse-pale-ale,Pale Ale - American,2168,4904,https://untappd.akamaized.net/site/brewery_logos/brewery-4904_073ef.jpeg,Barley's Brewing Company (Brew Pub),barleys-brewing-company-brew-pub,Brew Pub,https://www.facebook.com/pages/Barleys-Brewing-Company/287473216591,,http://www.barleysbrewing.com/,United States,Columbus,OH,39.9719,-83.0029,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,1378,3.41818,18,1740,1570,0,0,[],3.46044,False
0,4.8,,15,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Pilsner,barley-s-brewing-company-ale-house-smokehouse-pilsner,Pilsner - Other,25525,4904,https://untappd.akamaized.net/site/brewery_logos/brewery-4904_073ef.jpeg,Barley's Brewing Company (Brew Pub),barleys-brewing-company-brew-pub,Brew Pub,https://www.facebook.com/pages/Barleys-Brewing-Company/287473216591,,http://www.barleysbrewing.com/,United States,Columbus,OH,39.9719,-83.0029,,,"Fri, 21 Jan 2011 01:40:28 +0000",0,1,25525.0,"Thu, 23 Feb 2012 03:24:15 +0000",2169.0,950,3.29632,25,1190,1084,0,0,[],3.38267,False
0,5.8,A smooth lager that strikes a delicate balance between sweet malt and dry hop flavors.,30,https://untappd.akamaized.net/site/beer_logos/beer-6288_64410_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-6288_64895_hd.jpeg,Dortmunder Gold,great-lakes-brewing-company-dortmunder-gold,Lager - Dortmunder / Export,6288,3125,https://untappd.akamaized.net/site/brewery_logos/brewery-3125_cc74b.jpeg,Great Lakes Brewing Company,great-lakes-brewing-company,Micro Brewery,http://www.facebook.com/greatlakesbrewingco,GLBC_Cleveland,http://www.greatlakesbrewing.com/,United States,Cleveland,OH,41.4844,-81.7044,,,"Thu, 07 Oct 2010 07:49:05 +0000",0,1,6288.0,"Thu, 01 Jan 1970 00:00:00 +0000",2170.0,68137,3.55696,1447,117976,77540,0,4,"[{'beer': {'bid': 1206627, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-1206627_7ba69_sm.jpeg', 'beer_slug': 'great-lakes-brewing-company-dortmunder-gold-with-jalapeno-peppers', 'beer_name': 'Dortmunder Gold With Jalapeno Peppers', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1223354, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-1223354_592c7_sm.jpeg', 'beer_slug': 'great-lakes-brewing-company-dortmunder-gold-with-lavender', 'beer_name': 'Dortmunder Gold With Lavender', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1551074, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'great-lakes-brewing-company-dortmunder-gold-with-lavender-and-lemon', 'beer_name': 'Dortmunder Gold (with Lavender And Lemon)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1657199, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'great-lakes-brewing-company-dortmunder-gold-with-passion-fruit', 'beer_name': 'Dortmunder Gold With Passion Fruit', 'is_vintage': 0, 'is_variant': 1}}]",3.55738,False
0,5.1,Crisp golden pilsner loaded with noble hop flavors.,0,https://untappd.akamaized.net/site/beer_logos/beer-2171_e393e_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-2171_58e18_hd.jpeg,Barrel Select Pils,great-lakes-brewing-company-barrel-select-pils,Pilsner - German,2171,3125,https://untappd.akamaized.net/site/brewery_logos/brewery-3125_cc74b.jpeg,Great Lakes Brewing Company,great-lakes-brewing-company,Micro Brewery,http://www.facebook.com/greatlakesbrewingco,GLBC_Cleveland,http://www.greatlakesbrewing.com/,United States,Cleveland,OH,41.4844,-81.7044,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,2,0.0,0,11,11,0,0,[],3.60863,False
0,0.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-RaspberryWheatAle_2172.jpeg,,Raspberry Wheat Ale,mishawaka-brewing-raspberry-wheat-ale,Fruit Beer,2172,872,https://untappd.akamaized.net/site/brewery_logos/brewery-MishawakaBrewing_872.jpeg,Mishawaka Brewing,mishawaka-brewing,Micro Brewery,,,,United States,Elkhart,IN,41.6625,-85.944,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,5,0.0,0,11,11,0,0,[],3.52358,False
0,6.2,,0,https://untappd.akamaized.net/site/beer_logos/beer-INDIAnaPaleAle_2173.jpeg,,INDIAna Pale Ale,mishawaka-brewing-indiana-pale-ale,IPA - American,2173,872,https://untappd.akamaized.net/site/brewery_logos/brewery-MishawakaBrewing_872.jpeg,Mishawaka Brewing,mishawaka-brewing,Micro Brewery,,,,United States,Elkhart,IN,41.6625,-85.944,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,9,0.0,0,22,22,0,0,[],3.52527,False
0,0.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-LakeEffectPaleAle_2174.jpeg,,Lake Effect Pale Ale,mishawaka-brewing-lake-effect-pale-ale,Pale Ale - American,2174,872,https://untappd.akamaized.net/site/brewery_logos/brewery-MishawakaBrewing_872.jpeg,Mishawaka Brewing,mishawaka-brewing,Micro Brewery,,,,United States,Elkhart,IN,41.6625,-85.944,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,32,2.8125,0,44,44,0,0,[],3.56399,False
0,0.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-FourHorsemenAle_2175.jpeg,,Four Horsemen Ale,mishawaka-brewing-four-horsemen-ale,Red Ale - Irish,2175,872,https://untappd.akamaized.net/site/brewery_logos/brewery-MishawakaBrewing_872.jpeg,Mishawaka Brewing,mishawaka-brewing,Micro Brewery,,,,United States,Elkhart,IN,41.6625,-85.944,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,40,3.05625,1,64,59,0,0,[],3.58166,False
0,4.2,,0,https://untappd.akamaized.net/site/beer_logos/beer-Kolsch_2176.jpeg,,Kolsch,mishawaka-brewing-kolsch,K?lsch,2176,872,https://untappd.akamaized.net/site/brewery_logos/brewery-MishawakaBrewing_872.jpeg,Mishawaka Brewing,mishawaka-brewing,Micro Brewery,,,,United States,Elkhart,IN,41.6625,-85.944,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,2,0.0,0,8,8,0,0,[],3.56383,False
0,5.4,,0,https://untappd.akamaized.net/site/beer_logos/beer-WallStreetWheatAle_2177.jpeg,,Wall Street Wheat Ale,mishawaka-brewing-wall-street-wheat-ale,Pale Wheat Ale - American,2177,872,https://untappd.akamaized.net/site/brewery_logos/brewery-MishawakaBrewing_872.jpeg,Mishawaka Brewing,mishawaka-brewing,Micro Brewery,,,,United States,Elkhart,IN,41.6625,-85.944,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,3,0.0,0,11,11,0,0,[],3.54827,False
