beer.auth_rating,beer.beer_abv,beer.beer_description,beer.beer_ibu,beer.beer_label,beer.beer_name,beer.beer_slug,beer.beer_style,beer.bid,beer.created_at,beer.rating_count,beer.rating_score,beer.wish_list,brewery.brewery_active,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.contact.facebook,brewery.contact.instagram,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,count,first_checkin_id,first_created_at,first_had,rating_score,recent_checkin_id,recent_created_at,recent_created_at_timezone
3.0,5.0,"pale ale of British. Red, fruity and lupulosa.",39,https://untappd.akamaized.net/site/beer_logos/beer-17279_8d760_sm.jpeg,Monserrate Roja,bogota-beer-company-monserrate-roja,Red Ale - American Amber / Red,17279,"Sat, 25 Dec 2010 18:46:52 +0000",1994,3.4210000000000003,False,1,4573,https://untappd.akamaized.net/site/brewery_logos/brewery-4573_b8c25.jpeg,Bogotá Beer Company,bogota-beer-company,https://www.facebook.com/BogotaBC,Bogotabeercompany,BogotaBeerCo,http://www.bogotabeercompany.com/,Colombia,Bogotá,Distrito Capital,4.76489,-74.033,1,414377400,"Sun, 05 Feb 2017 19:26:31 -0500","Sun, 05 Feb 2017 19:26:31 -0500",3.0,414377400,"Sun, 05 Feb 2017 19:26:31 -0500",-5
2.75,4.7,"Pours a clear amber with some thin, creamy head. Looks like Yuengling. Nose has malt, stale malt, yeast, mild fruit, some faint nuttiness. Flavor follows, some regular bread, mildly grist, some mild apple, lemon. watery finish.",0,https://untappd.akamaized.net/site/beer_logos/beer-11106_ae1ec_sm.jpeg,Club Colombia Roja,cerveceria-bavaria-club-colombia-roja,Lager - Vienna,11106,"Fri, 26 Nov 2010 08:20:03 +0000",2599,3.181,False,1,86,https://untappd.akamaized.net/site/brewery_logos/brewery-CerveceriaBavariaSASABMiller_86.jpeg,Cervecería Bavaria,cerveceria-bavaria,https://www.facebook.com/amigosBAVARIA,NO_INFORMATION,BAVARIA_SA,http://www.bavaria.co/,Colombia,Bogotá,Distrito Capital,4.71736,-74.0987,1,413579683,"Sat, 04 Feb 2017 16:25:42 -0500","Sat, 04 Feb 2017 16:25:42 -0500",2.75,413579683,"Sat, 04 Feb 2017 16:25:42 -0500",-5
2.25,4.0,NO_INFORMATION,0,https://untappd.akamaized.net/site/beer_logos/beer-_19729_sm_f4162b6b4100ec6c77706dda81b911.jpeg,Aguila,cerveceria-bavaria-s-a-sab-miller-aguila,Lager - North American Adjunct,19729,"Fri, 31 Dec 2010 18:45:43 +0000",12504,2.727,False,1,86,https://untappd.akamaized.net/site/brewery_logos/brewery-CerveceriaBavariaSASABMiller_86.jpeg,Cervecería Bavaria,cerveceria-bavaria,https://www.facebook.com/amigosBAVARIA,NO_INFORMATION,BAVARIA_SA,http://www.bavaria.co/,Colombia,Bogotá,Distrito Capital,4.71736,-74.0987,1,413579022,"Sat, 04 Feb 2017 16:25:06 -0500","Sat, 04 Feb 2017 16:25:06 -0500",2.25,413579022,"Sat, 04 Feb 2017 16:25:06 -0500",-5
2.25,4.0,NO_INFORMATION,0,https://untappd.akamaized.net/site/beer_logos/beer-Poker_7101.jpeg,Poker,cerveceria-bavaria-s-a-sab-miller-poker,Lager - North American Adjunct,7101,"Mon, 01 Nov 2010 23:37:38 +0000",1500,2.742,False,1,86,https://untappd.akamaized.net/site/brewery_logos/brewery-CerveceriaBavariaSASABMiller_86.jpeg,Cervecería Bavaria,cerveceria-bavaria,https://www.facebook.com/amigosBAVARIA,NO_INFORMATION,BAVARIA_SA,http://www.bavaria.co/,Colombia,Bogotá,Distrito Capital,4.71736,-74.0987,1,412430652,"Wed, 01 Feb 2017 21:08:49 -0500","Wed, 01 Feb 2017 21:08:49 -0500",2.25,412430652,"Wed, 01 Feb 2017 21:08:49 -0500",-5
3.5,6.1,"Hoppy Wheat Ale with 50% wheat malt and lots of late hops additions and dryhops!
",21,https://untappd.akamaized.net/site/beer_logos/beer-903495_83e9a_sm.jpeg,La Nena Hoppy Wheat,cerveceria-barbarian-la-nena-hoppy-wheat,Pale Wheat Ale - American,903495,"Sun, 07 Dec 2014 22:52:34 +0000",1436,3.573,False,1,48665,https://untappd.akamaized.net/site/brewery_logos/brewery-48665_146c1.jpeg,Cervecería Barbarian ,cerveceria-barbarian,http://www.facebook.com/Cerveceria.Barbarian,CervezaBarbarian,BarbarianPeru,http://www.Barbarian.pe,Peru,Lima,Lima,-12.0125,-76.913,1,411836770,"Sun, 29 Jan 2017 21:35:04 -0500","Sun, 29 Jan 2017 21:35:04 -0500",3.5,411836770,"Sun, 29 Jan 2017 21:35:04 -0500",-5
3.75,8.0,Mucha malta y cantidades absurdas de lúpulo se convierten en una cerveza poderosa con alto contenido alcohólico y agresivo amargor que redefine lo que conoces como cerveza.,80,https://untappd.akamaized.net/site/beer_logos/beer-365326_f4905_sm.jpeg,174 IPA,cerveceria-barbarian-174-ipa,IPA - American,365326,"Wed, 15 May 2013 20:49:28 +0000",1230,3.72,False,1,48665,https://untappd.akamaized.net/site/brewery_logos/brewery-48665_146c1.jpeg,Cervecería Barbarian ,cerveceria-barbarian,http://www.facebook.com/Cerveceria.Barbarian,CervezaBarbarian,BarbarianPeru,http://www.Barbarian.pe,Peru,Lima,Lima,-12.0125,-76.913,1,411139156,"Sat, 28 Jan 2017 17:29:59 -0500","Sat, 28 Jan 2017 17:29:59 -0500",3.75,411139156,"Sat, 28 Jan 2017 17:29:59 -0500",-5
3.25,5.3,"Our objective when elaborating this beer was to combine the pleasant fruity aromas originating from the traditional high fermentation (16-20°C) with the use of two types different of aromatic hops, that give to this beer unique and really unmistakable personality. Of golden color, intense and characteristic fruit aromas, with notes of caramel and fruits in finish, leaving a refreshing citrusy and dry bitterness. Ideal for accompanying red meats like lamb or like appetizer, where its delicate bitterness sensitizes the palate for the next flavors.",0,https://untappd.akamaized.net/site/beer_logos/beer-22005_21ea8_sm.jpeg,Golden Ale,cerveceria-kross-golden-ale,Golden Ale,22005,"Thu, 06 Jan 2011 13:12:18 +0000",1646,3.431,False,1,6190,https://untappd.akamaized.net/site/brewery_logos/brewery-KrossMicrobrewBeers_6190.jpeg,Cervecería Kross,cerveceria-kross,http://www.facebook.com/cerveceriakross,CerveceriaKross,CerveceriaKross,http://www.kross.cl/,Chile,Curacaví,Santiago,-33.4039,-71.1595,1,410000110,"Thu, 26 Jan 2017 04:27:19 -0300","Thu, 26 Jan 2017 04:27:19 -0300",3.25,410000110,"Thu, 26 Jan 2017 04:27:19 -0300",-3
2.75,5.5,NO_INFORMATION,0,https://untappd.akamaized.net/site/beer_logos/beer-22032_ab3f3_sm.jpeg,Escudo,compania-cervecerias-unidas-ccu-chile-escudo,Lager - Pale,22032,"Thu, 06 Jan 2011 13:53:41 +0000",1683,2.6310000000000002,False,1,6240,https://untappd.akamaized.net/site/brewery_logos/brewery-CompaniaCerveceriasUnidasHeineken_6240.jpeg,Compañia Cervecerias Unidas - CCU Chile,compaa-ia-cervecerias-unidas-ccu-chile,https://www.facebook.com/CCUcorporativo,NO_INFORMATION,ccu_cl,http://www.ccu.cl/,Chile,Santiago,NO_INFORMATION,-33.4117,-70.55,1,410000071,"Thu, 26 Jan 2017 04:26:23 -0300","Thu, 26 Jan 2017 04:26:23 -0300",2.75,410000071,"Thu, 26 Jan 2017 04:26:23 -0300",-3
3.75,6.0,NO_INFORMATION,45,https://untappd.akamaized.net/site/beer_logos/beer-1661495_dc5ec_sm.jpeg,Harmony APA,coda-cerveceria-consciente-harmony-apa,Pale Ale - American,1661495,"Mon, 25 Jul 2016 17:21:14 +0000",71,3.641,False,1,286139,https://untappd.akamaized.net/site/brewery_logos/brewery-286139_0564b.jpeg,CODA Cerveceria Consciente,coda-cerveceria-consciente,https://www.facebook.com/CerveceriaCoda/,cerveceriacoda,CerveceriaCoda,http://www.coda.cl/,Chile,Viña del Mar,Valparaíso,-33.0153,-71.55,1,407390227,"Wed, 18 Jan 2017 18:06:37 -0300","Wed, 18 Jan 2017 18:06:37 -0300",3.75,407390227,"Wed, 18 Jan 2017 18:06:37 -0300",-3
2.0,5.0,"Chocolate & orange essence, not natural",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,Bock Chocolate Naranja,volcanes-del-sur-bock-chocolate-naranja,Bock,1225075,"Sat, 05 Sep 2015 00:54:54 +0000",125,3.042,False,1,34182,https://untappd.akamaized.net/site/brewery_logos/brewery-Volcanesdelsur_34182.jpeg,Volcanes del Sur,volcanes-del-sur,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION,http://volcanesdelsur.cl/explora/,Chile,NO_INFORMATION,NO_INFORMATION,0.0,0.0,1,407389984,"Wed, 18 Jan 2017 18:05:30 -0300","Wed, 18 Jan 2017 18:05:30 -0300",2.0,407389984,"Wed, 18 Jan 2017 18:05:30 -0300",-3
3.0,5.0,NO_INFORMATION,0,https://untappd.akamaized.net/site/beer_logos/beer-_37791_sm_7a5551fc018208b6e8ca7dd78f361f.jpeg,Yagan Dark Ale,cerveceria-austral-yagan-dark-ale,Lager - Dark,37791,"Thu, 17 Mar 2011 10:50:47 +0000",640,3.3739999999999997,False,1,9400,https://untappd.akamaized.net/site/brewery_logos/brewery-CerveceriaAustralSA_9400.jpeg,Cervecería Austral,cerveceria-austral,https://www.facebook.com/cervezaaustralchile/,NO_INFORMATION,Cerveza_austral,NO_INFORMATION,Chile,Punta Arenas,NO_INFORMATION,-53.1552,-70.9149,1,400971094,"Sat, 31 Dec 2016 13:50:15 -0300","Sat, 31 Dec 2016 13:50:15 -0300",3.0,400971094,"Sat, 31 Dec 2016 13:50:15 -0300",-3
2.75,4.6,NO_INFORMATION,0,https://untappd.akamaized.net/site/beer_logos/beer-_115211_sm_8cb341391f0652ab1fe34722370f66.jpeg,Patagonia Lager,cerveceria-austral-patagonia-lager,Lager - Euro,115211,"Sat, 31 Dec 2011 12:58:58 +0000",2243,3.13,False,1,9400,https://untappd.akamaized.net/site/brewery_logos/brewery-CerveceriaAustralSA_9400.jpeg,Cervecería Austral,cerveceria-austral,https://www.facebook.com/cervezaaustralchile/,NO_INFORMATION,Cerveza_austral,NO_INFORMATION,Chile,Punta Arenas,NO_INFORMATION,-53.1552,-70.9149,1,400332440,"Fri, 30 Dec 2016 12:18:56 -0300","Fri, 30 Dec 2016 12:18:56 -0300",2.75,400332440,"Fri, 30 Dec 2016 12:18:56 -0300",-3
3.5,7.5,"Using the highest quality ingredients, our brewmaster took full advantage from the experience of generations to produce this beer robustly full of flavors and aroma; known by its top fermentation, red amber color, fruity taste, which is complemented by a delicious coat of caramel and a distinct touch of malt.",0,https://untappd.akamaized.net/site/beer_logos/beer-_17318_sm_325211442881445c5a7d4af08de102.jpeg,Strong Red Ale,otro-mundo-brewing-company-strong-red-ale,Strong Ale - American,17318,"Sat, 25 Dec 2010 20:09:03 +0000",687,3.321,False,1,4608,https://untappd.akamaized.net/site/brewery_logos/brewery-OtroMundoBrewingCompany_4608.jpeg,Otro Mundo Brewing Company (CCU Argentina),otro-mundo-brewing-company-ccu-argentina,https://www.facebook.com/OtroMundoBrewingCompany,NO_INFORMATION,NO_INFORMATION,http://www.otromundo.com/eng/home.php,Argentina,Buenos Aires,Capital Federal,-34.5481,-58.4622,1,399909437,"Thu, 29 Dec 2016 15:45:52 -0300","Thu, 29 Dec 2016 15:45:52 -0300",3.5,399909437,"Thu, 29 Dec 2016 15:45:52 -0300",-3
4.0,7.1,NO_INFORMATION,38,https://untappd.akamaized.net/site/beer_logos/beer-1707581_99507_sm.jpeg,American Pale Ale,la-zorra-american-pale-ale,Pale Ale - American,1707581,"Sat, 27 Aug 2016 15:34:11 +0000",42,3.6189999999999998,False,1,186088,https://untappd.akamaized.net/site/brewery_logos/brewery-186088_1c94f.jpeg,La Zorra,la-zorra,https://www.facebook.com/pages/La-ZORRA-Cerveza-Artesanal/600087333427650?fref=ts,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION,Argentina,NO_INFORMATION,NO_INFORMATION,0.0,0.0,1,396891876,"Fri, 23 Dec 2016 11:16:06 -0300","Fri, 23 Dec 2016 11:16:06 -0300",4.0,396891876,"Fri, 23 Dec 2016 11:16:06 -0300",-3
3.75,6.0,NO_INFORMATION,37,https://untappd.akamaized.net/site/beer_logos/beer-974608_5f981_sm.jpeg,Foreigh Stout,la-zorra-foreigh-stout,Stout - Foreign / Export,974608,"Wed, 11 Feb 2015 20:56:42 +0000",64,3.645,False,1,186088,https://untappd.akamaized.net/site/brewery_logos/brewery-186088_1c94f.jpeg,La Zorra,la-zorra,https://www.facebook.com/pages/La-ZORRA-Cerveza-Artesanal/600087333427650?fref=ts,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION,Argentina,NO_INFORMATION,NO_INFORMATION,0.0,0.0,1,396891785,"Fri, 23 Dec 2016 11:15:07 -0300","Fri, 23 Dec 2016 11:15:07 -0300",3.75,396891785,"Fri, 23 Dec 2016 11:15:07 -0300",-3
3.5,6.8,NO_INFORMATION,45,https://untappd.akamaized.net/site/beer_logos/beer-1028555_d74fb_sm.jpeg,IPA,la-zorra-ipa,IPA - American,1028555,"Sun, 29 Mar 2015 01:55:19 +0000",119,3.7289999999999996,False,1,186088,https://untappd.akamaized.net/site/brewery_logos/brewery-186088_1c94f.jpeg,La Zorra,la-zorra,https://www.facebook.com/pages/La-ZORRA-Cerveza-Artesanal/600087333427650?fref=ts,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION,Argentina,NO_INFORMATION,NO_INFORMATION,0.0,0.0,1,396891684,"Fri, 23 Dec 2016 11:14:16 -0300","Fri, 23 Dec 2016 11:14:16 -0300",3.5,396891684,"Fri, 23 Dec 2016 11:14:16 -0300",-3
3.75,5.4," Nuestra cerveza más popular, Manush Pale es una excelente interpretación del estilo Pale Ale americano. De color cobrizo intenso y excepcional cuerpo con carácter muy complejo. Generosas cantidades de lúpulo Cascade le otorgan fragancia y un bouquet floral y cítrico muy especial.",0,https://untappd.akamaized.net/site/beer_logos/beer-527475_db91e_sm.jpeg,Pale Ale,manush-pale-ale,Pale Ale - American,527475,"Tue, 10 Dec 2013 17:40:06 +0000",65,3.608,False,1,96147,https://untappd.akamaized.net/site/brewery_logos/brewery-96147_3ec42.jpeg,Manush,manush,https://www.facebook.com/cerveceriamanush,NO_INFORMATION,BeerManush,http://www.cervezamanush.com.ar/,Argentina,San Carlos de Bariloche,Río Negro,-41.1356,-71.3101,1,396891633,"Fri, 23 Dec 2016 11:13:43 -0300","Fri, 23 Dec 2016 11:13:43 -0300",3.75,396891633,"Fri, 23 Dec 2016 11:13:43 -0300",-3
3.75,7.3,"Londres, Portugal, la costa entera de África pasando el Cabo de Buena Esperanza, Océano Índico, India. Después de un viaje demasiado largo y agitado por climas ecuatoriales era imposible hacer llegar una cerveza en buen estado a los nostálgicos colonos ingleses. Pero el nuevo mercado valía la pena: a fines del siglo XVIII, una pequeña cervecería londinense empezó a producir una Pale Ale más lupulada y con una graduación alcohólica superior que se lograba conservar durante los viajes. Las excelentes condiciones para el cultivo de lúpulo en la Comarca Andina nos permiten el lujo de producir esta cerveza de evidente amargor, fresca y muy bien equilibrada con el sabor de la malta.",0,https://untappd.akamaized.net/site/beer_logos/beer-527500_224ec_sm.jpeg,India Pale Ale,manush-india-pale-ale,IPA - American,527500,"Tue, 10 Dec 2013 17:56:53 +0000",116,3.841,False,1,96147,https://untappd.akamaized.net/site/brewery_logos/brewery-96147_3ec42.jpeg,Manush,manush,https://www.facebook.com/cerveceriamanush,NO_INFORMATION,BeerManush,http://www.cervezamanush.com.ar/,Argentina,San Carlos de Bariloche,Río Negro,-41.1356,-71.3101,1,396891557,"Fri, 23 Dec 2016 11:13:02 -0300","Fri, 23 Dec 2016 11:13:02 -0300",3.75,396891557,"Fri, 23 Dec 2016 11:13:02 -0300",-3
2.25,4.9,NO_INFORMATION,0,https://untappd.akamaized.net/site/beer_logos/beer-9268_061ba_sm.jpeg,Quilmes Cristal,cerveceria-y-malteria-quilmes-quilmes-cristal,Lager - North American Adjunct,9268,"Sun, 14 Nov 2010 12:19:35 +0000",26591,2.931,False,1,5415,https://untappd.akamaized.net/site/brewery_logos/brewery-CerveceriaMalteriaQuilmesSAICAYInBev_5415.jpeg,Cervecería y Maltería Quilmes,cerveceria-y-malteria-quilmes,http://www.facebook.com/quilmescerveza,NO_INFORMATION,quilmes_cerveza,http://www.cerveceriaymalteriaquilmes.com,Argentina,Quilmes,Buenos Aires,27.9866,-15.377,1,390378712,"Sun, 04 Dec 2016 09:56:51 -0300","Sun, 04 Dec 2016 09:56:51 -0300",2.25,390378712,"Sun, 04 Dec 2016 09:56:51 -0300",-3
2.75,4.7,NO_INFORMATION,0,https://untappd.akamaized.net/site/beer_logos/beer-_53479_sm_9dd96767464a99635fa5e8d45ca470.jpeg,Patagonia Amber Lager,cerveceria-malteria-quilmes-saicay-abinbev-patagonia-amber-lager,Lager - American Amber / Red,53479,"Sat, 28 May 2011 12:00:40 +0000",7258,3.423,False,1,5415,https://untappd.akamaized.net/site/brewery_logos/brewery-CerveceriaMalteriaQuilmesSAICAYInBev_5415.jpeg,Cervecería y Maltería Quilmes,cerveceria-y-malteria-quilmes,http://www.facebook.com/quilmescerveza,NO_INFORMATION,quilmes_cerveza,http://www.cerveceriaymalteriaquilmes.com,Argentina,Quilmes,Buenos Aires,27.9866,-15.377,1,390378676,"Sun, 04 Dec 2016 09:56:20 -0300","Sun, 04 Dec 2016 09:56:20 -0300",2.75,390378676,"Sun, 04 Dec 2016 09:56:20 -0300",-3
2.75,5.4,NO_INFORMATION,0,https://untappd.akamaized.net/site/beer_logos/beer-30455_252f1_sm.jpeg,Caracu,ambev-caracu,Stout - Milk / Sweet,30455,"Sun, 13 Feb 2011 17:17:22 +0000",2615,2.616,False,1,4538,https://untappd.akamaized.net/site/brewery_logos/brewery-4538_90657.jpeg,Ambev,ambev,https://pt-br.facebook.com/TraineeAmBev,NO_INFORMATION,NO_INFORMATION,http://www.ambev.com.br/,Brazil,NO_INFORMATION,São Paulo,-23.5637,-46.5968,1,388113393,"Sun, 27 Nov 2016 17:37:02 -0200","Sun, 27 Nov 2016 17:37:02 -0200",2.75,388113393,"Sun, 27 Nov 2016 17:37:02 -0200",-2
2.75,4.4,"Premium encorpada de malte torrado a 225°C. Densa, com amargor médio e notas de caramelo no fundo",0,https://untappd.akamaized.net/site/beer_logos/beer-_95491_sm_bbbeb32d8e080c711790cb07de6905.jpeg,Petra Premium Escura,cervejaria-petropolis-petra-premium-escura,Schwarzbier,95491,"Fri, 04 Nov 2011 19:11:33 +0000",3461,2.963,False,1,2301,https://untappd.akamaized.net/site/brewery_logos/brewery-CervejariaPetropolis_2301.jpeg,Cervejaria Petrópolis,cervejaria-petropolis,NO_INFORMATION,NO_INFORMATION,grupopetropolis,http://www.grupopetropolis.com.br/,Brazil,Petrópolis,Rio de Janeiro,-22.5112,-43.1779,1,388112922,"Sun, 27 Nov 2016 17:36:00 -0200","Sun, 27 Nov 2016 17:36:00 -0200",2.75,388112922,"Sun, 27 Nov 2016 17:36:00 -0200",-2
2.25,4.5,"Brewed by Pela Cuca (BGI)
Luanda, Angola",8,https://untappd.akamaized.net/site/beer_logos/beer-21657_c55c9_sm.jpeg,Cuca,companhia-uniao-de-cervejas-de-angola-cuca,Lager - Pale,21657,"Wed, 05 Jan 2011 13:09:30 +0000",520,2.636,False,1,6155,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Companhia União de Cervejas de Angola,companhia-uniao-de-cervejas-de-angola,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION,Angola,Luanda,NO_INFORMATION,-8.838330000000001,13.2344,1,386523025,"Thu, 24 Nov 2016 19:47:26 -0200","Thu, 24 Nov 2016 19:47:26 -0200",2.25,386523025,"Thu, 24 Nov 2016 19:47:26 -0200",-2
2.25,5.0,NO_INFORMATION,0,https://untappd.akamaized.net/site/beer_logos/beer-11994_5b59d_sm.jpeg,Antarctica Original,ambev-antarctica-original,Lager - North American Adjunct,11994,"Tue, 30 Nov 2010 01:00:48 +0000",12745,3.008,False,1,4538,https://untappd.akamaized.net/site/brewery_logos/brewery-4538_90657.jpeg,Ambev,ambev,https://pt-br.facebook.com/TraineeAmBev,NO_INFORMATION,NO_INFORMATION,http://www.ambev.com.br/,Brazil,NO_INFORMATION,São Paulo,-23.5637,-46.5968,1,386493760,"Thu, 24 Nov 2016 19:08:53 -0200","Thu, 24 Nov 2016 19:08:53 -0200",2.25,386493760,"Thu, 24 Nov 2016 19:08:53 -0200",-2
2.5,5.0,NO_INFORMATION,0,https://untappd.akamaized.net/site/beer_logos/beer-_11046_b187fdbb8b412d5309a528f5ad48.jpeg,Castle Lager,south-african-breweries-sabmiller-castle-lager,Lager - Pale,11046,"Fri, 26 Nov 2010 04:16:56 +0000",6436,2.9130000000000003,False,1,2988,https://untappd.akamaized.net/site/brewery_logos/brewery-SouthAfricanBreweriesSABMiller_2988.jpeg,South African Breweries,south-african-breweries,http://www.facebook.com/SouthAfricanBreweries,NO_INFORMATION,SABreweries,http://www.sab.co.za/sablimited/content/en/sab-home,South Africa,Sandton,Johannesberg,-26.1042,28.0496,1,386492647,"Thu, 24 Nov 2016 19:07:28 -0200","Thu, 24 Nov 2016 19:07:28 -0200",2.5,386492647,"Thu, 24 Nov 2016 19:07:28 -0200",-2
3.5,5.4,"An award winning Pale Ale, smooth in body with a distinctive flavour profile, and a decidedly fresh taste. Refreshing characteristics balanced with rich malt complexity and a bitterness that lingers to the finish. Medals: Silver - Commonwealth Cup 2015. Bronze - Dublin Craft Beer Cup 2015. Bronze - Dublin Craft Beer Cup 2013",35,https://untappd.akamaized.net/site/beer_logos/beer-420348_4386a_sm.jpeg,Butcher Block,jack-black-s-brewing-co-butcher-block,Pale Ale - English,420348,"Fri, 02 Aug 2013 07:00:04 +0000",1463,3.528,False,1,3179,https://untappd.akamaized.net/site/brewery_logos/brewery-3179_e0017.jpeg,Jack Black's Brewing Co.,jack-blacks-brewing-co,https://www.facebook.com/jackblackbeer,jackblackbeer,jackblackbeer,http://www.jackblackbeer.com/,South Africa,Cape Town,Western Cape,-34.0398,18.4796,1,386491735,"Thu, 24 Nov 2016 19:06:22 -0200","Thu, 24 Nov 2016 19:06:22 -0200",3.5,386491735,"Thu, 24 Nov 2016 19:06:22 -0200",-2
3.25,4.5,"Naked Mexican -  a sparkling, golden lager with a pure white head. 
Imported malt combined with subtle hop flavours creates a perfect
refreshing experience.  A beer that is pure and naked with nothing to hide.",0,https://untappd.akamaized.net/site/beer_logos/beer-NakedMexican_82767.jpeg,Naked Mexican,boston-breweries-naked-mexican,Lager - Pale,82767,"Fri, 30 Sep 2011 16:53:47 +0000",524,3.0210000000000004,False,1,13871,https://untappd.akamaized.net/site/brewery_logos/brewery-BostonBreweries_13871.jpeg,Boston Breweries,boston-breweries,NO_INFORMATION,NO_INFORMATION,NO_INFORMATION,http://www.bostonbreweries.co.za,South Africa,Cape Town,"Western Cape, 7405",-33.9121,18.4736,1,383662371,"Thu, 17 Nov 2016 17:41:36 +0200","Thu, 17 Nov 2016 17:41:36 +0200",3.25,383662371,"Thu, 17 Nov 2016 17:41:36 +0200",2
3.5,5.4,NO_INFORMATION,11,https://untappd.akamaized.net/site/beer_logos/beer-_369271_sm_b7b775838d6e4eb5a3f9026d2472ea.jpeg,CBC Amber Weiss,cape-brewing-co-cbc-amber-weiss,Hefeweizen,369271,"Tue, 21 May 2013 04:17:18 +0000",1890,3.51,False,1,63803,https://untappd.akamaized.net/site/brewery_logos/brewery-capebrewingco_63803.jpeg,Cape Brewing Co.,cape-brewing-co,https://www.facebook.com/CapeBrewingCo,capebrewingco,CapeBrewingCo,http://capebrewing.co.za/,South Africa,Paarl,Western Cape,-33.7658,18.9137,1,383662317,"Thu, 17 Nov 2016 17:40:56 +0200","Thu, 17 Nov 2016 17:40:56 +0200",3.5,383662317,"Thu, 17 Nov 2016 17:40:56 +0200",2
3.0,7.0,This beer style could be described as a crossing between an English Porter and a Russian Imperial Stout. Our unfiltered baltic Porter has subtle caramel and roast flavors. We are pretty sure that’s how Katharina the Great liked her beer!,35,https://untappd.akamaized.net/site/beer_logos/beer-1000366_36938_sm.jpeg,Porter,brlo-craft-beer-porter,Porter - Baltic,1000366,"Fri, 06 Mar 2015 19:46:46 +0000",2509,3.478,False,1,165817,https://untappd.akamaized.net/site/brewery_logos/brewery-165817_0f945.jpeg,BRLO ,brlo-craft-beer,https://www.facebook.com/BRLObeer,BRLObeer,BRLObeer,http://www.brlo.de/,Germany,10963 Berlin,NO_INFORMATION,52.5009,13.3742,1,376402905,"Fri, 28 Oct 2016 19:26:04 +0200","Fri, 28 Oct 2016 19:26:04 +0200",3.0,376402905,"Fri, 28 Oct 2016 19:26:04 +0200",2
3.25,4.8,NO_INFORMATION,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,Helles,schwendker-und-akkaya-gbr-helles,Lager - Helles,1470519,"Thu, 17 Mar 2016 19:32:15 +0000",134,3.252,False,1,258208,https://untappd.akamaized.net/site/brewery_logos/brewery-258208_7134b.jpeg,Passauer Bullenbier,passauer-bullenbier,https://www.facebook.com/Passauer-Bullenbier-206458853025227/,NO_INFORMATION,bullenbier,http://www.bullenbier.de/,Germany,NO_INFORMATION,NO_INFORMATION,0.0,0.0,1,376402488,"Fri, 28 Oct 2016 19:24:58 +0200","Fri, 28 Oct 2016 19:24:58 +0200",3.25,376402488,"Fri, 28 Oct 2016 19:24:58 +0200",2
3.5,5.2,"This rich Amber lager is the perfect balance of roasted caramel malts and clean hops flavors, making it a perfect choice for any occasion.",28,https://untappd.akamaized.net/site/beer_logos/beer-2754_f2637_sm.jpeg,Wisconsin Amber,capital-brewery-co-inc-wisconsin-amber,Lager - American Amber / Red,2754,"Sat, 21 Aug 2010 09:26:35 +0000",15986,3.475,False,1,338,https://untappd.akamaized.net/site/brewery_logos/brewery-capitalbrewery_338.jpeg,Capital Brewery,capital-brewery-co-inc,http://www.facebook.com/CapBrew,capitalbrewery,CapBrew,http://www.CapitalBrewery.com,United States,Middleton,WI,43.0951,-89.51700000000001,1,376152685,"Thu, 27 Oct 2016 23:45:58 +0200","Thu, 27 Oct 2016 23:45:58 +0200",3.5,376152685,"Thu, 27 Oct 2016 23:45:58 +0200",2
3.75,5.8,"The beer that helped build our brewery; Bell’s Amber Ale features both toasted and sweet caramel notes from carefully selected malts, balanced with herbal and citrus hop aromas. Capped by a clean bitterness, it’s incredibly versatile with food, but very tasty on its own.

",0,https://untappd.akamaized.net/site/beer_logos/beer-4136_1523d_sm.jpeg,Amber Ale,bell-s-brewery-amber-ale,Red Ale - American Amber / Red,4136,"Sat, 21 Aug 2010 09:26:35 +0000",77262,3.58,False,1,2507,https://untappd.akamaized.net/site/brewery_logos/brewery-2507_ad044.jpeg,Bell's Brewery,bell-s-brewery,https://www.facebook.com/bellsbeer/,bellsbrewery,BellsBrewery,http://www.bellsbeer.com/,United States,Galesburg,MI,42.2917,-85.5872,1,376152091,"Thu, 27 Oct 2016 23:44:28 +0200","Thu, 27 Oct 2016 23:44:28 +0200",3.75,376152091,"Thu, 27 Oct 2016 23:44:28 +0200",2
